Rank,Cliente_BM,Empresa,Categoria,Gerencia_Obra,Cidade_Sede,Dist_Louveira_km,Telefone,Site,Avaliacao,Qtd_Avaliacoes,Score_ICP,Faixa_ICP,Score_Motivo,Endereco,Google_Maps,Nome_Decisor,Email,Status_Prospeccao,Observacoes
633,,Almeida & Ito Engenharia,Engenharia,Provavel,Jundiai,18,(11) 99292-2666,,,,50,B - abordar depois,Engenharia +35; 18km +10; tel +5,"R. dos Bandeirantes, 635 - Pte. de Campinas, Jundiaí - SP, 13201-130",https://maps.google.com/?cid=12276567969158049395&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
634,,BOCCANERA ENGENHARIA E CONSULTORIA,Engenharia,Provavel,Jundiai,18,(11) 91309-3988,,,,50,B - abordar depois,Engenharia +35; 18km +10; tel +5,"Torre Arte - R. Hilda Del Nero Bisquolo, 350 - Sl 11 - Jardim Ana Maria, Jundiaí - SP, 13208-703",https://maps.google.com/?cid=5962303622583832849&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
635,,BSIG engenharia,Engenharia,Provavel,Jundiai,18,(11) 4586-1202,,5,1,50,B - abordar depois,Engenharia +35; 18km +10; tel +5,"R. dos Bandeirantes, 290 - Pte. de Campinas, Jundiaí - SP, 13201-130",https://maps.google.com/?cid=12129338368947406233&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
636,,CM1 Engenharia e serviços Ltda,Engenharia,Provavel,Jundiai,18,(19) 98979-9016,,,,50,B - abordar depois,Engenharia +35; 18km +10; tel +5,"R. José do Patrocínio, 237 - Jardim Sao Bento, Jundiaí - SP, 13201-640",https://maps.google.com/?cid=12926638563154098677&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
637,,CONSTRON ENGENHARIA,Engenharia,Provavel,Jundiai,18,(11) 93080-0870,,3.7,6,50,B - abordar depois,Engenharia +35; 18km +10; tel +5,"Perreira Chaves - R. Francisco Alves Rodrigues - Parque Res. Almerinda Chaves, Jundiaí - SP, 13212-575",https://maps.google.com/?cid=2024257936318413480&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
638,,Companhia Paulista Urbanizadora e Incorporadora,Incorporadora,A verificar,Jundiai,18,(11) 97191-8000,http://www.companhiapaulista.com.br/,,,50,B - abordar depois,Incorporadora +25; 18km +10; site +10; tel +5,"Av. Cmte. Videlmo Munhoz, 165 - Anhangabaú, Jundiaí - SP, 13208-050",https://maps.google.com/?cid=8213504154141293227&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
639,,Construgold Engenharia,Engenharia,Provavel,Jundiai,18,(11) 99956-9005,,,,50,B - abordar depois,Engenharia +35; 18km +10; tel +5,"R. Santana, 240 - Santana, Jundiaí - SP, 13202-811",https://maps.google.com/?cid=16657363939642377490&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
640,,Construtora IP,Construtora,Provavel,Jundiai,18,(11) 98935-1644,,5,16,50,B - abordar depois,Construtora +30; 18km +10; tel +5; reputacao +5,"Tv. Altinópolis, 73 - SALA 03 - Vila Vianelo, Jundiaí - SP, 13207-160",https://maps.google.com/?cid=18256731549692974320&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
641,,Daniela Amaral Engenharia e Consultoria de Imóveis,Engenharia,Provavel,Jundiai,18,(11) 98854-8190,,5,1,50,B - abordar depois,Engenharia +35; 18km +10; tel +5,"R. Areias, 174 - Jardim Boa Vista, Jundiaí - SP, 13218-416",https://maps.google.com/?cid=16801264902515315058&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
642,,Diniz Florentino Construções rústicas e engenharia,Construtora,Provavel,Jundiai,18,(11) 94711-0408,,5,5,50,B - abordar depois,Construtora +30; 18km +10; tel +5; reputacao +5,"Av. Benedicto Fagundes, 144 - Região Metropolitana de Jundiaí, Jundiaí - SP, 13215-792",https://maps.google.com/?cid=10750684970797041164&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
643,,E.F Engenharia & Consultoria,Engenharia,Provavel,Jundiai,18,(11) 95045-6268,,5,1,50,B - abordar depois,Engenharia +35; 18km +10; tel +5,"Rua Chiara Lubich, 371 - Jardim Ermida I, Jundiaí - SP, 13212-117",https://maps.google.com/?cid=6250332877857484770&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
644,,EJ. Engenharia e Projetos Ltda,Engenharia,Provavel,Jundiai,18,(11) 94794-0347,,,,50,B - abordar depois,Engenharia +35; 18km +10; tel +5,"Av. Samuel Martins, 317 - sala 2 - Vila Arens II, Jundiaí - SP, 13202-251",https://maps.google.com/?cid=1222872625372824386&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
645,,Erbe Engenharia Agrimensura,Engenharia,Provavel,Jundiai,18,(11) 4526-5882,,5,2,50,B - abordar depois,Engenharia +35; 18km +10; tel +5,"R. Vig. J. J. Rodrigues, 21 - Sl 504 - Jardim Sao Bento, Jundiaí - SP, 13201-001",https://maps.google.com/?cid=3140009333804546864&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
646,,FM Engenharia Estrutural,Engenharia,Provavel,Jundiai,18,(11) 4581-4139,,,,50,B - abordar depois,Engenharia +35; 18km +10; tel +5,"Av. Luiz José Sereno, 1187 - Conj. 3 - Parque Eloy Chaves, Jundiaí - SP, 13212-210",https://maps.google.com/?cid=283498853023975167&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
647,,Gaspar Construções e Engenharia,Construtora,Provavel,Jundiai,18,(11) 98691-2171,,5,13,50,B - abordar depois,Construtora +30; 18km +10; tel +5; reputacao +5,"R. Cap. Cassiano Ricardo de Toledo, 191 - Chácara Urbana, Jundiaí - SP, 13201-840",https://maps.google.com/?cid=11661097174227199421&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
648,,Gomes Projetos de Engenharia,Engenharia,Provavel,Jundiai,18,(11) 95474-4664,,,,50,B - abordar depois,Engenharia +35; 18km +10; tel +5,"Av. Amélia Latorre - Vila Nova Esperia, Jundiaí - SP, 13211-000",https://maps.google.com/?cid=6141147199892909061&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
649,,Grupo Alpha Engenharias,Engenharia,Provavel,Jundiai,18,(11) 3963-7945,,,,50,B - abordar depois,Engenharia +35; 18km +10; tel +5,"Av. Mitsuzo Kondo, 435 - Distrito Industrial, Jundiaí - SP, 13213-005",https://maps.google.com/?cid=3525001127089451973&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
650,,JCF Engenharia,Engenharia,Provavel,Jundiai,18,(11) 4522-2160,,5,1,50,B - abordar depois,Engenharia +35; 18km +10; tel +5,"R. Voluntários da Pátria, 286 - Jardim das Orquideas, Jundiaí - SP, 13209-310",https://maps.google.com/?cid=11330065932002448831&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
651,,JF Engenharia - Projetos BIM,Engenharia,Provavel,Jundiai,18,(11) 98499-7912,,,,50,B - abordar depois,Engenharia +35; 18km +10; tel +5,"Av. Rubbo, 332 - Vila Nova Jundiainopolis, Jundiaí - SP, 13206-570",https://maps.google.com/?cid=11895636208388879852&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
652,,JPM Construtora,Construtora,Provavel,Jundiai,18,(11) 4806-8740,,4.6,13,50,B - abordar depois,Construtora +30; 18km +10; tel +5; reputacao +5,"R. André Zancopé, 21 - Pte. de Campinas, Jundiaí - SP, 13201-140",https://maps.google.com/?cid=4354646659737310418&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
653,,Krios Construções,Construtora,Provavel,Jundiai,18,(11) 4521-6609,,5,6,50,B - abordar depois,Construtora +30; 18km +10; tel +5; reputacao +5,"R. Cap. Cassiano Ricardo de Toledo, 200 - Chácara Urbana, Jundiaí - SP, 13201-840",https://maps.google.com/?cid=1701345146564263129&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
654,,LR Engenharia e Administração,Engenharia,Provavel,Jundiai,18,(11) 98726-0064,,1,1,50,B - abordar depois,Engenharia +35; 18km +10; tel +5,"Av. Reynaldo Porcari, 2788 - Jardim Tereza Cristina, Jundiaí - SP, 13212-439",https://maps.google.com/?cid=6450075683885102716&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
655,,Leal Monte siao,Construtora,Provavel,Jundiai,18,,http://lealmontesiao.com.br/,4.7,3,50,B - abordar depois,Construtora +30; 18km +10; site +10,"Rua dos canarios - Região Metropolitana de Jundiaí, Jundiaí - SP, 13214-636",https://maps.google.com/?cid=13765102653031969579&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
656,,MAA Mendonça Engenharia,Engenharia,Provavel,Jundiai,18,(11) 99700-4340,,5,1,50,B - abordar depois,Engenharia +35; 18km +10; tel +5,"R. Castro Alves - Vila Graff, Jundiaí - SP, 13215-040",https://maps.google.com/?cid=14532552760833196104&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
657,,MAILSON REPAROS & MANUTENÇÕES LTDA,Construtora,Provavel,Jundiai,18,(96) 99169-5118,,5,62,50,B - abordar depois,Construtora +30; 18km +10; tel +5; reputacao +5,"R. Jefferson Silva, 222 - Residencial, Jundiaí - SP, 13212-514",https://maps.google.com/?cid=12544436220714294153&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
658,,Maintech Engenharia e Comércio Ltda.,Engenharia,Provavel,Jundiai,18,(11) 99911-4317,,,,50,B - abordar depois,Engenharia +35; 18km +10; tel +5,"Av. Francisco Nobre, 632 - Cj. 01 - Centro, Jundiaí - SP, 13212-241",https://maps.google.com/?cid=12868533409753081284&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
659,,NDC ENGENHARIA CIVIL E DIAGNÓSTICA,Engenharia,Provavel,Jundiai,18,(11) 99606-4012,,,,50,B - abordar depois,Engenharia +35; 18km +10; tel +5,"R. da Jamaica, 1099 - Poste, Jundiaí - SP, 13213-235",https://maps.google.com/?cid=6119807598323726115&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
660,,Passarin Engenharia,Engenharia,Provavel,Jundiai,18,(11) 99596-5552,,,,50,B - abordar depois,Engenharia +35; 18km +10; tel +5,"R. Elias José Cavalcanti, 881 - Jardim Ermida II, Jundiaí - SP, 13212-118",https://maps.google.com/?cid=13918724266301774763&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
661,,R Alves Engenharia Contra Incêndio,Engenharia,Provavel,Jundiai,18,(11) 99444-2860,,,,50,B - abordar depois,Engenharia +35; 18km +10; tel +5,"Rua Nelci Cassiano da Silva Parque Residencial Jundiaí II - Parque Res. Jundiaí, Jundiaí - SP, 13213-108",https://maps.google.com/?cid=8321089820122733507&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
662,,S9 ENGENHARIA,Engenharia,Provavel,Jundiai,18,(11) 99631-5662,,3.7,3,50,B - abordar depois,Engenharia +35; 18km +10; tel +5,"R. Sócrates Fernandes de Oliveira, 160 - Loja 54 - Chácara Urbana, Jundiaí - SP, 13201-838",https://maps.google.com/?cid=641644215753790276&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
663,,Setec Engenharia,Engenharia,Provavel,Jundiai,18,(11) 4521-9573,,,,50,B - abordar depois,Engenharia +35; 18km +10; tel +5,"R. Aldemar Pereira de Barros, 21 - Centro, Jundiaí - SP, 13201-019",https://maps.google.com/?cid=12703794825194307194&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
664,,Veiga Lopes Engenharia Ltda,Engenharia,Provavel,Jundiai,18,(11) 98350-8788,,,,50,B - abordar depois,Engenharia +35; 18km +10; tel +5,"R. Cap. Cassiano Ricardo de Toledo, 191 - Chácara Urbana, Jundiaí - SP, 13201-840",https://maps.google.com/?cid=906762953184519195&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
665,,Alessandra Luqui Viera,Construtora,Provavel,Louveira,0,(19) 3848-4721,,,,50,B - abordar depois,Construtora +30; 0km +15; tel +5,"R. das Rosas, 188 - pt 1 sl 3 - Santo Antônio, Louveira - SP, 13290-000",https://maps.google.com/?cid=4175133423691008252&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
666,,Alves construções civil,Construtora,Provavel,Louveira,0,(19) 98894-6188,,,,50,B - abordar depois,Construtora +30; 0km +15; tel +5,"Estr. Maria Joana da Cruz - Santo Antônio, Louveira - SP, 13290-000",https://maps.google.com/?cid=1985030378678336091&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
667,,Avanci Engenharia & Construtora,Construtora,Provavel,Louveira,0,(19) 97406-5221,,,,50,B - abordar depois,Construtora +30; 0km +15; tel +5,"Rua - Av. Silvério Finamore, 744 - Sl 04 - Centro, Louveira - SP, 13290-000",https://maps.google.com/?cid=8729991918671806815&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
668,,BRITO CONSTRUTORA E PINTURA,Construtora,Provavel,Louveira,0,(19) 98990-5751,,5,1,50,B - abordar depois,Construtora +30; 0km +15; tel +5,"Manoel Antonio Chiquetto, 207 - Ipiranga, Louveira - SP, 13290-000",https://maps.google.com/?cid=17097749312553791186&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
669,,Construdaher Construções,Construtora,Provavel,Louveira,0,(19) 3878-4588,,4,2,50,B - abordar depois,Construtora +30; 0km +15; tel +5,"R. João Burck, 524 - Res. Burck, Louveira - SP, 13290-000",https://maps.google.com/?cid=7166737058306421369&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
670,,Construtora Catagua,Construtora,Provavel,Louveira,0,(19) 3878-7546,,,,50,B - abordar depois,Construtora +30; 0km +15; tel +5,"Rua Ermelinda Martini Steck, 104 - Vila Pasti, Louveira - SP, 13290-000",https://maps.google.com/?cid=15489552272627338101&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
671,,Construtora Três Alianças,Construtora,Provavel,Louveira,0,(19) 3878-7954,,,,50,B - abordar depois,Construtora +30; 0km +15; tel +5,"R. Atílio Bigueto, 1641 - Sagrado Coração de Jesus, Louveira - SP, 13290-000",https://maps.google.com/?cid=16942126384604542301&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
672,,ConstrutoraLS,Construtora,Provavel,Louveira,0,(19) 97115-9954,,2.5,2,50,B - abordar depois,Construtora +30; 0km +15; tel +5,"R. Ouro Verde - Jardim Vista Alegre, Louveira - SP, 13290-000",https://maps.google.com/?cid=3998268753869475706&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
673,,Durasteck Montagens Industriais LTDA,Construtora,Provavel,Louveira,0,(19) 3878-1772,,4.5,4,50,B - abordar depois,Construtora +30; 0km +15; tel +5,"R. Bento Martins Cruz, 224 - Vila Pasti, Louveira - SP, 13290-000",https://maps.google.com/?cid=8683989295185496337&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
674,,Encalso Construções,Construtora,Provavel,Louveira,0,(11) 4447-5139,,,,50,B - abordar depois,Construtora +30; 0km +15; tel +5,"Estrada Municipal Gato Preto, s/n - Engenho Seco, Louveira - SP, 13290-000",https://maps.google.com/?cid=17214702285209101743&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
675,,GO Instalações Emontagens,Construtora,Provavel,Louveira,0,(19) 99650-6181,,4.3,3,50,B - abordar depois,Construtora +30; 0km +15; tel +5,"R. Santa Ângela, 308 - Região Metropolitana de Jundiaí, Louveira - SP, 13290-000",https://maps.google.com/?cid=7810334307200584683&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
676,,JD Pisos Industriais,Construtora,Provavel,Louveira,0,(19) 99286-3791,,4.4,23,50,B - abordar depois,Construtora +30; 0km +15; tel +5,"R. Ecológica, 455 - Jardim Nova América, Louveira - SP, 13293-418",https://maps.google.com/?cid=8801819245548869364&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
677,,ML Assessoria Construção Civil,Construtora,Provavel,Louveira,0,(19) 3878-7013,,,,50,B - abordar depois,Construtora +30; 0km +15; tel +5,"RUA : ANTÔNIO DELLA TORRE, 65 - SALA 02 - VILA NOVA, Louveira - SP, 13290-000",https://maps.google.com/?cid=5727936987117276779&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
678,,R&D Gestão Ambiental,Construtora,Provavel,Louveira,0,(11) 97085-7158,,,,50,B - abordar depois,Construtora +30; 0km +15; tel +5,"Rua Emília Nunes Eide - Parque das Videiras, Louveira - SP, 13290-330",https://maps.google.com/?cid=2546468826025846746&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
679,,TORRES CONSTRUÇAO,Construtora,Provavel,Louveira,0,(19) 98767-7321,,5,4,50,B - abordar depois,Construtora +30; 0km +15; tel +5,"rua umberti bhetie - Santo Antônio, Louveira - SP, 13280-000",https://maps.google.com/?cid=8133637033541369900&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
680,,A Ess Construções,Construtora,Provavel,Vinhedo,9,(19) 3432-7952,,1,1,50,B - abordar depois,Construtora +30; 9km +15; tel +5,"R. João Edueta, nº 1550 - Parque das Paineiras, Vinhedo - SP, 13280-000",https://maps.google.com/?cid=6547493650172623367&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
681,,ARQTETOS!Contemporary Architecture & CO.,Construtora,Provavel,Vinhedo,9,(19) 4119-1555,,5,2,50,B - abordar depois,Construtora +30; 9km +15; tel +5,"Av. Otávio Tasca, 317 - Vila Junqueira, Vinhedo - SP, 13280-000",https://maps.google.com/?cid=13558186769082178527&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
682,,Alambrados Parana,Construtora,Provavel,Vinhedo,9,(19) 99851-9588,,,,50,B - abordar depois,Construtora +30; 9km +15; tel +5,"R. Domingos Tomé, 155 - Pq Iolanda, Vinhedo - SP, 13284-422",https://maps.google.com/?cid=267397633796911998&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
683,,Alexandre O Mineiro Construtor,Construtora,Provavel,Vinhedo,9,(19) 98253-6327,,,,50,B - abordar depois,Construtora +30; 9km +15; tel +5,"R. Diogo de Freitas, 76 - Altos do Morumbi, Vinhedo - SP, 13285-414",https://maps.google.com/?cid=2305273511689423267&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
684,,Alvino Rocha - Construtor,Construtora,Provavel,Vinhedo,9,(19) 3876-3321,,5,1,50,B - abordar depois,Construtora +30; 9km +15; tel +5,"R. Papa Pio X, 221 - Vila Joao XXIII, Vinhedo - SP, 13280-000",https://maps.google.com/?cid=9997914605690285384&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
685,,Caio Vinhedo,Construtora,Provavel,Vinhedo,9,(19) 99762-7827,,,,50,B - abordar depois,Construtora +30; 9km +15; tel +5,"R. Humberto Pescarini, 330 - Centro, Vinhedo - SP, 13280-091",https://maps.google.com/?cid=10210377930888095248&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
686,,ConstruBest - Comércio e Representações Comerciais - Construção Civil / EPI,Construtora,Provavel,Vinhedo,9,(19) 4119-1440,,4,2,50,B - abordar depois,Construtora +30; 9km +15; tel +5,"Av. Independência, 1329 - Vila Thereza, Vinhedo - SP, 13280-000",https://maps.google.com/?cid=2904442782162978281&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
687,,Construtora Chirelli,Construtora,Provavel,Vinhedo,9,(11) 94507-9787,,,,50,B - abordar depois,Construtora +30; 9km +15; tel +5,"Estrada Municipal da Fazenda 1320 Jd Mirian CEP 13283314 - Santa Rosa, Vinhedo - SP, 13289-170",https://maps.google.com/?cid=11343480672739433758&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
688,,DrySteel Group,Construtora,Provavel,Vinhedo,9,(19) 98223-1636,,5,1,50,B - abordar depois,Construtora +30; 9km +15; tel +5,"R. Joana Fabri Thomé, 200 - Vila Santa Claudina, Vinhedo - SP, 13284-432",https://maps.google.com/?cid=14968698416834569344&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
689,,FARIA E FARIA MANUTENÇOES,Construtora,Provavel,Vinhedo,9,(19) 98606-9365,,5,1,50,B - abordar depois,Construtora +30; 9km +15; tel +5,"Av. Benedito Storani, 1218 - Res. Joana, Vinhedo - SP, 13280-000",https://maps.google.com/?cid=11744626734860488322&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
690,,Hoga Construções,Construtora,Provavel,Vinhedo,9,(19) 3876-3532,,,,50,B - abordar depois,Construtora +30; 9km +15; tel +5,"Av. Benedito Storani, 1659 - c, Vinhedo - SP, 13280-000",https://maps.google.com/?cid=14384777904944944839&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
691,,Home Inspiration,Construtora,Provavel,Vinhedo,9,(19) 3876-5085,,5,3,50,B - abordar depois,Construtora +30; 9km +15; tel +5,"Av. Benedito Storani, 901 - Santa Rosa, Vinhedo - SP, 13289-004",https://maps.google.com/?cid=8769230694587212298&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
692,,Iso Construções e Incorporações,Construtora,Provavel,Vinhedo,9,(19) 3876-3069,,4,3,50,B - abordar depois,Construtora +30; 9km +15; tel +5,"R. Bruxelas, 29 - Altos do Morumbi, Vinhedo - SP, 13280-000",https://maps.google.com/?cid=6501996283513585402&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
693,,J P O Construtora,Construtora,Provavel,Vinhedo,9,(19) 3856-4148,,,,50,B - abordar depois,Construtora +30; 9km +15; tel +5,"Av. Theodoro Gogola, 213 - Distrito Industrial Benedito Storani, Vinhedo - SP, 13280-000",https://maps.google.com/?cid=17977052301781503020&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
694,,Mpinturas,Construtora,Provavel,Vinhedo,9,(19) 99900-9652,,5,1,50,B - abordar depois,Construtora +30; 9km +15; tel +5,"R. Santa Cruz, 851 - Centro, Vinhedo - SP, 13280-041",https://maps.google.com/?cid=8859969731497842200&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
