#,Empresa,Segmento,Cidade,UF,Regiao,Telefone,Site,Email,Nota,Avals,Endereco,Google_Maps,Dist_Louveira_km,Enriquecido,Nome_Decisor,Status_Prospeccao,Observacoes
8363,DSeg Engenharia - SP,Engenharia,Sao Paulo,SP,Foco,(11) 3393-3181,https://www.dseg.eng.br/,,5,1,"Avenida Marquês de São Vicente:230B - Barra Funda, São Paulo - SP, 01139-000",https://maps.google.com/?cid=2289266730211423313&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8364,DSM ENGENHARIA,Engenharia,Sao Paulo,SP,Foco,(11) 97373-7338,https://www.dsmvistoria.com.br/,,,,"Av. Interlagos, 2100 - Jardim Umuarama, São Paulo - SP, 04660-002",https://maps.google.com/?cid=9622433809381456545&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8365,Duo 360 Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 91466-1315,,,,,"Av. Maestro Villa-Lobos, 336 - Vila Gustavo, São Paulo - SP, 02266-000",https://maps.google.com/?cid=14464282223695171051&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8366,Duo Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 95204-6518,http://duoeng.com.br/,,4,2,"Rua Fiandeiras, 929 - Itaim Bibi, São Paulo - SP, 04545-006",https://maps.google.com/?cid=2741604251815740185&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8367,Duque Soluções de Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 95073-6124,,,,,"R. Doutora Neyde Apparecida Sollitto - Vila Clementino, São Paulo - SP, 04022-040",https://maps.google.com/?cid=18282556503629405536&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8368,DVS ENGENHARIA,Engenharia,Sao Paulo,SP,Foco,(11) 5632-1239,http://dvsengenharia.com.br/,,5,2,"Rua Arnaldo Magniccaro, 889 - Vila Gea, São Paulo - SP, 04691-060",https://maps.google.com/?cid=17062110378845536188&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8369,DWP Engenharia Civil,Engenharia,Sao Paulo,SP,Foco,(11) 96778-0188,https://www.dwpengenhariacivil.com.br/,,5,4,"Av. Brig. Faria Lima, 1768 - Jardim Paulistano, São Paulo - SP, 01451-909",https://maps.google.com/?cid=5650098652293188554&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8370,E L J Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 2552-0334,,,4.7,11,"R. Amélia Duarte, 95 - Vila Princesa Isabel, São Paulo - SP, 08410-420",https://maps.google.com/?cid=16043506139120543982&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8371,E-ENGENHARIA - SERVIÇOS E ASSESSORIA,Engenharia,Sao Paulo,SP,Foco,(11) 98710-3591,,,1,1,"R. Pedro de Castillo - Furnas, São Paulo - SP, 02289-010",https://maps.google.com/?cid=13183951154678379157&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8372,E.L.D Soluções Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 93209-4644,,,5,58,"Av. Engenheiro Luís Carlos Berrini, 1748 - Conj 1710 - Cidade Monções, São Paulo - SP, 04571-000",https://maps.google.com/?cid=16562292812610437854&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8373,E2SET - Empresa de Engenharia e Serviços Técnicos,Engenharia,Sao Paulo,SP,Foco,(11) 2513-7157,,,5,2,"R. Guaracica, 233 - Vila Curuçá, São Paulo - SP, 08030-220",https://maps.google.com/?cid=12206041135867749872&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8374,E3C Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 3919-4262,http://www.e3cengenharia.com.br/,,5,1,"Av. Brig. Faria Lima, 1811 - Jardim Paulistano, São Paulo - SP, 01452-001",https://maps.google.com/?cid=15184634229895281504&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8375,EAB ENGENHARIA & PROJETOS,Engenharia,Sao Paulo,SP,Foco,(11) 96566-6423,http://www.eabengenharia.com.br/,,5,34,"R. Cônego Januário, n° 195 - Ipiranga, São Paulo - SP, 04201-050",https://maps.google.com/?cid=4999937414087217968&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8376,EAG ENGENHARIA,Engenharia,Sao Paulo,SP,Foco,(11) 95134-1208,,,,,"R. da Lagoa Feia - Vila Carmosina, São Paulo - SP, 08290-410",https://maps.google.com/?cid=3225370476664449403&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8377,Ébano Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 92001-7207,https://ebanoengenharia.com/,,5,9,"R. Serra de Japi, 440 - Vila Azevedo, São Paulo - SP, 03309-000",https://maps.google.com/?cid=520568606835218866&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8378,EBM Engenharia Estrutural,Engenharia,Sao Paulo,SP,Foco,(11) 94318-6319,https://bit.ly/3UqDK56,,5,6,"Rua Coronel Oscar Porto - Paraíso, São Paulo - SP, 04003-000",https://maps.google.com/?cid=13768421660802181631&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8379,EBRATEC Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 3422-0534,,,4,1,"R. Abel Ramos, 234 - 02 - Vila Maria, São Paulo - SP, 02130-060",https://maps.google.com/?cid=5663501184439570547&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8380,ECLAP Engenharia LTDA,Engenharia,Sao Paulo,SP,Foco,(11) 3034-6082,https://www.eclap.com.br/,,4.2,5,"Av. Pedroso de Morais, 677 - Conj 92 - Pinheiros, São Paulo - SP, 05419-000",https://maps.google.com/?cid=3316033042037932784&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8381,ECO Sustenta Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 2331-3807,http://ecosustentaengenharia.com.br/,,4.8,5,"R. Frei Paulo da Conceição, 142 - Jardim Santa Cruz (Sacoma), São Paulo - SP, 04182-100",https://maps.google.com/?cid=6133499978631449138&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8382,ECR Engenharia Ltda.,Engenharia,Sao Paulo,SP,Foco,(11) 3138-4949,http://www.ecrengenharia.com.br/,,5,20,"R. Bela Cintra, 1200 - 9º andar - Cerqueira César, São Paulo - SP, 01415-002",https://maps.google.com/?cid=10134217707667509597&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8383,ECRC Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 94107-1158,https://www.instagram.com/ecrcengenharia/,,5,1,"Tv. Lev Landau - Fazenda da Juta, São Paulo - SP, 03977-740",https://maps.google.com/?cid=5461450150384715714&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8384,Ed Rodrigues Engenharia Civil - Laudo| Reforma | ART | Vistoria | Regularização de Imóveis,Engenharia,Sao Paulo,SP,Foco,(11) 97425-6019,https://wa.me/5511974256019,,5,20,"R. Nêspera, 194 - Jardim Cidade Pirituba, São Paulo - SP, 02939-020",https://maps.google.com/?cid=10248275678779099325&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8385,edae engenharia ltda,Engenharia,Sao Paulo,SP,Foco,(11) 3018-1010,http://www.edae.com.br/,,4,7,"R. João Pais, 159 - Santo Amaro, São Paulo - SP, 04603-039",https://maps.google.com/?cid=2016181466815962027&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8386,EDPC Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 95914-5435,,,5,1,"R. Padre Antônio de Sá, 60 - Apto. 111 - Tatuapé, São Paulo - SP, 03066-010",https://maps.google.com/?cid=2266192418905727322&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8387,Eduardo Costa Engenharia e Gerenciamento de Obras Civis & Síndicos Associados,Engenharia,Sao Paulo,SP,Foco,(11) 3221-1067,https://www.trsolucoesmetalicas.com.br/,,5,19,"R. Visc. de Taunay, 702 - Bom Retiro, São Paulo - SP, 01132-000",https://maps.google.com/?cid=3897350086600646036&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8388,EF Engenharia e Soluções (SÃO PAULO),Engenharia,Sao Paulo,SP,Foco,(11) 2971-7045,https://www.efengenhariaesolucoes.com.br/,,4.7,32,"Av. Água Fria, 467 - Água Fria, São Paulo - SP, 02333-000",https://maps.google.com/?cid=6495895019289724204&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8389,EFJ ENGENHARIA,Engenharia,Sao Paulo,SP,Foco,(11) 99332-4842,https://www.instagram.com/eng_evandro_ferreira?igsh=czZ1Zmt2dmE3Ynhk,,5,2,"Rua Nereu Bertini Magalhães, 453 - Jardim Belcito, São Paulo - SP, 04855-260",https://maps.google.com/?cid=3383560288461403077&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8390,EGIS Engenharia e Consultoria,Engenharia,Sao Paulo,SP,Foco,(11) 2134-7577,https://www.egis-group.com/pt,,4.7,87,"R. dos Pinheiros, 1673 - Pinheiros, São Paulo - SP, 05422-012",https://maps.google.com/?cid=3313009672737112871&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8391,EICO Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 97751-0337,,,5,1,"R. Inácio de Oliveira Campos, 630 - Lageado, São Paulo - SP, 08450-450",https://maps.google.com/?cid=18174515251479869932&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8392,EKF Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 94056-0769,http://www.ekfengenharia.com.br/,,4.9,32,"Avenida Paulista, 1636 - cj 4, 15 andar - Cerqueira César, São Paulo - SP, 01310-200",https://maps.google.com/?cid=8204103338194480108&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8393,EKFM Soluções – Engenharia Civil e Vistorias,Engenharia,Sao Paulo,SP,Foco,(11) 95244-6397,https://www.ekfmsolucoes.com/,,5,4,"Av. Santa Marina, 2380 - Vila Albertina, São Paulo - SP, 02732-040",https://maps.google.com/?cid=12426549082050011254&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8394,Ekwil Engenharia e Soluções,Engenharia,Sao Paulo,SP,Foco,(11) 2546-7403,https://ekwil.com.br/,,4.9,13,"Av. Boturussu, 973 - Ermelino Matarazzo, São Paulo - SP, 03802-010",https://maps.google.com/?cid=17035418948925614139&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8395,Elect Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 5034-2784,http://www.elect.com.br/,,4.8,10,"R. Tapes, 400 - Jardim Aeroporto, São Paulo - SP, 04631-010",https://maps.google.com/?cid=498615795543111825&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8396,ELES ENGENHARIA,Engenharia,Sao Paulo,SP,Foco,(11) 98421-7899,http://www.elesengenharia.com.br/,,,,"Av. Brig. Faria Lima, 1461 - Torre Sul - 4º andar - Conjunto 41 - Jardim Paulistano, São Paulo - SP, 01452-921",https://maps.google.com/?cid=8234027409084040582&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8397,Eletricarl Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 2052-6015,,,4.7,9,"Rua Parmênides, 20 - Cidade Nova São Miguel, São Paulo - SP, 08042-110",https://maps.google.com/?cid=13430470185877731556&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8398,Elo4 Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 5197-6655,https://www.elo4engenharia.com.br/,,1,2,"Av. Mofarrej, 706 - Vila Leopoldina, São Paulo - SP, 05311-000",https://maps.google.com/?cid=17191351886784500514&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8399,Elton Lima engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 94571-9366,,,,,"R. João Saparipo, 15 - Jardim Jau (Zona Leste), São Paulo - SP, 03730-010",https://maps.google.com/?cid=14974147408066628164&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8400,EMIBM Engenharia SP,Engenharia,Sao Paulo,SP,Foco,(11) 2548-1651,http://emibm.com.br/,,1,1,"R. Visc. de Inhaúma, 381 - Vila da Saúde, São Paulo - SP, 04145-030",https://maps.google.com/?cid=8830059808144663646&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8401,Emobrel Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 3341-0430,http://www.emobrel.com.br/,,4.3,8,"Praça Santo Agostinho, 70 - Cambuci, São Paulo - SP, 01533-070",https://maps.google.com/?cid=12368884122688101984&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8402,Empretec Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 3814-9008,https://www.empretecsolucoes.com.br/,,4.5,16,"R. Fradique Coutinho, 1845 - Pinheiros, São Paulo - SP, 05416-012",https://maps.google.com/?cid=6307799699436827400&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8403,Ems Engenharia | Soluções e Serviços,Engenharia,Sao Paulo,SP,Foco,(11) 2991-6439,https://emsengenharia.com/,,4.9,31,"R. João de Laet, 1248 - Vila Aurora (Zona Norte), São Paulo - SP, 02410-010",https://maps.google.com/?cid=15789474229430786436&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8404,Emstec Engenharia e Serviços,Engenharia,Sao Paulo,SP,Foco,(11) 2653-0547,,,4.5,2,"Rua José Manuel da Fonseca Júnior, 352 - Vila Matilde, São Paulo - SP, 03511-000",https://maps.google.com/?cid=2054375933417451654&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8405,ENESA Engenharia S.A.,Engenharia,Sao Paulo,SP,Foco,(11) 2165-8400,http://www.enesa.com.br/,,4.5,78,"Av. das Nações Unidas, 13797 - 5° andar - Itaim Bibi, São Paulo - SP, 04794-000",https://maps.google.com/?cid=4374112938496807712&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8406,Enforce Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 94552-8901,https://www.enforceengenharia.com.br/,,5,3,"R. Américo Brasiliense, 2171 - Chácara Santo Antônio, São Paulo - SP, 05413-000",https://maps.google.com/?cid=4757275376756080576&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8407,Eng caf Potencial e engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 99271-6488,http://www.engcaf.com.br/,,5,1,"R. Martinho Vaz de Barros, 388 - CJ15 - Vila Pirajussara, São Paulo - SP, 05786-150",https://maps.google.com/?cid=5098163642031862856&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8408,"ENGAPE – Engenharia, Avaliações, Perícias e Gestão de Obras",Engenharia,Sao Paulo,SP,Foco,(11) 95057-1112,http://engape.com.br/,,,,"R. Pais Leme, 215 - conj 407 - Pinheiros, São Paulo - SP, 05424-150",https://maps.google.com/?cid=15093960018372812370&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8409,ENGCASTRO ENGENHARIA E PROJETOS,Engenharia,Sao Paulo,SP,Foco,(11) 94224-6091,,,,,"Av. Agenor de Oliveira, 81 - Guarapiranga, São Paulo - SP, 04912-080",https://maps.google.com/?cid=8734491450956850353&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8410,Engecamp Projetos e Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 3641-4742,http://www.engecamp-eng.com.br/,,5,1,"R. Albion, 229 - Lapa, São Paulo - SP, 05077-130",https://maps.google.com/?cid=14737787167998933798&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8411,Engefel Engenharia Civil e Ferroviária,Engenharia,Sao Paulo,SP,Foco,(11) 3814-8499,http://www.engefel.com.br/,,4.8,12,"R. Francisco Tramontano, 101 - Conj 1506 - Morumbi, São Paulo - SP, 05686-010",https://maps.google.com/?cid=267941225025763398&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8412,Engeflama - Engenharia de Segurança Contra Incêndios | AVCB | CLCB | Projeto de Bombeiro | Treinamento de Brigada de Incêndio,Engenharia,Sao Paulo,SP,Foco,(11) 93393-4918,https://engeflama.com.br/,,5,69,"R. Dr. José Manoel, 87 - Santa Cecilia, São Paulo - SP, 01232-020",https://maps.google.com/?cid=5834230148358868570&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8413,ENGEFORM ENGENHARIA LTDA,Engenharia,Sao Paulo,SP,Foco,(11) 3030-7200,http://www.engeform.com.br/,,4.7,77,"Av. Brig. Faria Lima, 1931 - Pinheiros, São Paulo - SP, 01451-001",https://maps.google.com/?cid=7754811933808306766&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8414,Engehabb Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 3645-2088,https://www.engehabb.com.br/eng3,,5,7,"Av. General Charles de Gaulle, 176 - Parque Sao Domingos, São Paulo - SP, 05124-000",https://maps.google.com/?cid=3121957524464906126&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8415,Engelima Engenharia Predial,Engenharia,Sao Paulo,SP,Foco,(11) 2338-6735,https://engelimaengenharia.com.br/,,5,14,"Rua Brigadeiro Henrique Fontenelle, 949 - Parque Sao Domingos, São Paulo - SP, 05125-001",https://maps.google.com/?cid=18048491656170973809&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8416,ENGEMARK ENGENHARIA E VENTILAÇÃO INDUSTRIAL,Engenharia,Sao Paulo,SP,Foco,(11) 91345-2505,https://linktr.ee/engemark,,5,2,"R. Santa Gertrudes, 810 - Chácara Santo Antônio (Zona Leste), São Paulo - SP, 03408-020",https://maps.google.com/?cid=12766743299339971755&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8417,Engemec Engenharia e Metodos Construtivos,Engenharia,Sao Paulo,SP,Foco,(11) 5897-4351,http://engemec.com.br/,,4.6,9,"R. Contos Gauchescos, 209 - Vila Santa Catarina, São Paulo - SP, 04369-000",https://maps.google.com/?cid=2252834676125041411&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8418,Engenharia Alipia,Engenharia,Sao Paulo,SP,Foco,(11) 97448-0547,,,5,1,"Av. Duquesa de Goiás, 44 - Real Parque, São Paulo - SP, 05686-000",https://maps.google.com/?cid=3265197861769806451&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8419,Engenharia Antonio Vidal Fernandez,Engenharia,Sao Paulo,SP,Foco,(11) 93077-6773,,,,,"R. Heitor Peixoto, 968 - Cambuci, São Paulo - SP, 01543-001",https://maps.google.com/?cid=15006603507051843145&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8420,Engenharia Costa Hirota,Engenharia,Sao Paulo,SP,Foco,(11) 5081-9999,http://www.costahirota.com.br/,,3.4,33,"R. Cunha, 111 - 13 andar - Vila Clementino, São Paulo - SP, 04037-030",https://maps.google.com/?cid=3123356484670150304&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8421,Engenharia Della Volpe,Engenharia,Sao Paulo,SP,Foco,(11) 94725-4938,http://engenhariadellavolpe.com.br/,,5,28,"Av. Brig. Faria Lima, 1572 - CJ416 - Itaim Bibi, São Paulo - SP, 01451-001",https://maps.google.com/?cid=14618255045216713564&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8422,"Engenharia em SP | ART, Laudos Técnicos e Rigging",Engenharia,Sao Paulo,SP,Foco,(27) 98100-1064,,,5,2,"Rua Haddock Lobo, Centro - Cerqueira César, São Paulo - SP, 01414-001",https://maps.google.com/?cid=11127642432710444930&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8423,Engenharia Empreendimentos e Consultoria,Engenharia,Sao Paulo,SP,Foco,(11) 98700-7913,,,5,1,"R. Sérgio Augusto Esteves, 219 - Vila das Merces, São Paulo - SP, 04165-130",https://maps.google.com/?cid=15335786805017744026&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8424,Engenharia EP,Engenharia,Sao Paulo,SP,Foco,(11) 3617-8800,http://engenhariaep.com.br/,,3.7,71,"R. Inocêncio Tobias, 281 - Parque Industrial Tomas Edson, São Paulo - SP, 01144-000",https://maps.google.com/?cid=13465085527781032071&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8425,"Engenharia FW - Reforma, pintura e lavagem de fachada em condomínio",Engenharia,Sao Paulo,SP,Foco,(11) 93711-9985,https://engenhariafw.com.br/,,5,32,"Rua Dr. Alfredo Ellis, 210 - Bela Vista, São Paulo - SP, 01322-050",https://maps.google.com/?cid=9384191505793972717&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8426,Engenharia GB LTDA,Engenharia,Sao Paulo,SP,Foco,(11) 94007-2610,https://www.instagram.com/engenhariagb?igsh=eTZuM3MybXptYTVi&utm_source=qr,,4.7,43,"R. Des. Eliseu Guilherme, 200 - Sl 609 - Paraíso, São Paulo - SP, 04004-030",https://maps.google.com/?cid=14868191070234359810&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8427,ENGENHARIA INTELIGENTE,Engenharia,Sao Paulo,SP,Foco,(11) 94860-4254,,,5,1,"R. João Simões de Souza, 391 - Parque Reboucas, São Paulo - SP, 05734-140",https://maps.google.com/?cid=2177515534913905025&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
