#,Empresa,Segmento,Cidade,Telefone,Site,Nota,Avals,Endereco,Google_Maps,Status
1433,Parsec Engenharia,Eng,Campinas,(19) 3579-6135,parsecengenharia.com.br,5,8,"Unique Village Offices - Av. João Scarparo Netto, 84 - Jardim Santa Genebra, Campinas - SP, 13080-655",https://maps.google.com/?cid=15082682492469894615&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1434,PerCalc Projetos Estruturais,Eng,Campinas,(19) 97141-4789,percalc.com.br,5,1,"R. Comendador Tórlogo Dauntre, 74 - Cambuí, Campinas - SP, 13025-270",https://maps.google.com/?cid=2462767569698936645&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1435,Performs Engenharia,Eng,Campinas,(19) 98809-9303,performsengenharia.com.br,4.3,14,"Av. Antônio Artioli, 570 - Swiss Park, Campinas - SP, 13049-253",https://maps.google.com/?cid=11585829615914719042&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1436,Pilastro Engenharia,Eng,Campinas,(19) 93619-8373,pilastroeng.com.br,5,1,"Av. Orosimbo Maia, 430 - Sl 511 - Vila Itapura, Campinas - SP, 13010-211",https://maps.google.com/?cid=3856384109152644198&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1437,Planemont Engenharia Ltda,Eng,Campinas,(19) 3242-0365,planemont.com.br,4.8,25,"R. Dona Concheta Pádula, 206 - Jardim Aurelia, Campinas - SP, 13033-020",https://maps.google.com/?cid=3954607043555338052&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1438,Potência Engenharia,Eng,Campinas,(19) 3245-0106,potenciaeng.com.br,4.5,21,"R. José Alves Moreira, 166 - Parque Via Norte, Campinas - SP, 13065-712",https://maps.google.com/?cid=12257489831451663436&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1439,Presserv Engenharia,Eng,Campinas,(19) 3246-0149,presservengenharia.com.br,5,13,"R. Vicente Palombo, 125 - CONJ C - Jardim Campineiro, Campinas - SP, 13082-380",https://maps.google.com/?cid=14975391706555480520&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1440,Prevetec Engenharia,Eng,Campinas,(19) 3368-3058,prevetec.com.br,4.7,56,"R. Dr. Sales de Oliveira, 1179 - Vila Industrial (Campinas), Campinas - SP, 13035-270",https://maps.google.com/?cid=862341852529363415&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1441,Projetos Campinas | Laudos Estruturais e Engenharia Civil,Eng,Campinas,(19) 4141-1103,projetoscampinas.com.br,5,2,"R. Dr. Sales de Oliveira, 1179 - Vila Industrial (Campinas), Campinas - SP, 13035-500",https://maps.google.com/?cid=8140680185869958656&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1442,Pyra Engenharia | Projetos de combate à incêndio,Eng,Campinas,(11) 95847-0015,pyraengenharia.com.br,5,1,"Av. Francisco Alfredo Júnior, 593 - Swiss Park, Campinas - SP, 13049-255",https://maps.google.com/?cid=14769966938116329246&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1443,R6 Engenharia,Eng,Campinas,(19) 3213-6906,,5,1,"Av. Júlio Diniz, 737 - Taquaral, Campinas - SP, 13075-460",https://maps.google.com/?cid=16935641400164117262&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1444,RA Engenharia,Eng,Campinas,(19) 3203-4832,ra.eng.br,,,"Village Sainte Hélène (Lançamento) - R. Ana Viana Silveira Franco, 18 - Sl 10 - Souzas, Campinas - SP, 13105-823",https://maps.google.com/?cid=10989687775012671357&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1445,RS Engenharia,Eng,Campinas,(19) 98119-9946,,,,"R. dos Faveiros, 137 - Vila Boa Vista, Campinas - SP, 13064-773",https://maps.google.com/?cid=16587092874510994922&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1446,RS Projetos & Engenharia,Eng,Campinas,(19) 98133-4441,instagram.com,5,8,"R. Francisco Balduino Filho, 76 - Swiss Park, Campinas - SP, 13049-456",https://maps.google.com/?cid=10039591501145811820&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1447,Rafael Luswarghi Engenharia Civil,Eng,Campinas,(19) 99126-1820,rafaelluswarghieng.wixsite.com,,,"R. dos Gerânios, 1 - Jardim das Bandeiras, Campinas - SP, 13050-079",https://maps.google.com/?cid=13721831580828569711&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1448,Real Dreams Engenharia,Eng,Campinas,(19) 99853-4748,instagram.com,4.4,12,"R. Luiz Otávio, 2565 - Parque Taquaral, Campinas - SP, 13087-018",https://maps.google.com/?cid=12111960816997335857&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1449,"Revix Engenharia | AVCB | CLCB | Projeto | Instalação de extintores, placas | Treinamento de brigada",Eng,Campinas,(19) 99172-6810,revixengenharia.com.br,5,17,"Rua Barão de Jaguara, 655 - Centro, Campinas - SP, 13015-001",https://maps.google.com/?cid=4742374306246230240&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1450,Rieli Mendes Engenharia,Eng,Campinas,(19) 3515-9335,rielimendesengenharia.com.br,5,3,"Rua Barão de Jaguara, 1481 - Centro, Campinas - SP, 13015-910 - Ed. Cruz Alta - Salas, 191 - 192 e 193 - Centro, Campinas - SP, 13010-915",https://maps.google.com/?cid=15264708281506053458&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1451,Rokashi Engenharia,Eng,Campinas,,rokashi.com.br,,,"R. José Carlos Laselva, 145 - Cambuí, Campinas - SP, 13023-490",https://maps.google.com/?cid=17907814437991588425&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1452,SATGEO Engenharia e Topografia,Eng,Campinas,(19) 3368-7820,satgeo.com.br,5,1,"R. Armando Miranda Gomes, 98 - Jardim Sorirama (Sousas), Campinas - SP, 13107-116",https://maps.google.com/?cid=1723040840679134353&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1453,"SC Engenharia - Consultoria de Segurança do Trabalho, Treinamentos e Meio Ambiente",Eng,Campinas,(19) 99524-7090,engenhariasc.com.br,5,89,"R. Antônio Lapa, 280 - 6° andar - Cambuí, Campinas - SP, 13060-378",https://maps.google.com/?cid=10218640323952773380&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1454,SOUZA ENOKIDA ENGENHARIA,Eng,Campinas,(19) 99485-7025,souzaenokida.com.br,5,4,"Rua Visconde de Congonhas do Campo, 1250 - Sl 4 - Lot. Parque São Martinho, Campinas - SP, 13040-725",https://maps.google.com/?cid=2298146297965741945&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1455,SR Engenharia,Eng,Campinas,(19) 3044-1044,srengenharia.net,5,4,"R. Maria de Almeida Magalhães, 15 - Colinas do Ermitage (Sousas), Campinas - SP, 13106-016",https://maps.google.com/?cid=2345076392087313738&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1456,SS Soluções - Consultoria e Projetos em Engenharia,Eng,Campinas,(19) 3289-4127,ss-solucoes.com.br,4.4,5,"R. Dr. Betim, 619 - Vila Marieta, Campinas - SP, 13042-020",https://maps.google.com/?cid=2847459442384361519&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1457,STAFE ENGENHARIA E PROJETOS,Eng,Campinas,(19) 3367-6300,stafeprojetos.com.br,5,1,"R. Dom Lino Deodato Rodrigues de Carvalho, 1169 - Jardim Proença, Campinas - SP, 13100-406",https://maps.google.com/?cid=11070292720334101940&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1458,Sanrhemo Engenharia ltda,Eng,Campinas,(19) 3208-1511,sanrhemoengenharia.com.br,,,"Av. José Rocha Bomfim, 214 - Lot. Center Santa Genebra, Campinas - SP, 13080-650",https://maps.google.com/?cid=13344540516056187417&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1459,Santec Engenharia Clínica - Campinas,Eng,Campinas,(19) 99140-9644,santecengenhariaclinica.com.br,5,1,"Rua Con. Oscar Sampaio, 87 - Jardim Paulistano, Campinas - SP, 13026-380",https://maps.google.com/?cid=14129525982915477672&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1460,Saveng Engenharia,Eng,Campinas,(19) 3241-4777,saveng.com.br,5,3,"Av. Barão de Itapura, 2310 - Sl 24 - Jardim Guanabara, Campinas - SP, 13073-300",https://maps.google.com/?cid=15357154517025562473&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1461,Sb Orçamento e Engenharia,Eng,Campinas,(19) 3243-8688,sborcamento.com.br,5,2,"Av. Luíz Smânio, 166 - Jardim Chapadão, Campinas - SP, 13070-058",https://maps.google.com/?cid=9706351181367592131&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1462,Seicra Engenharia,Eng,Campinas,(19) 98288-0865,seicra.com.br,,,"Av. Monte Castelo, 255 - Jardim Proença, Campinas - SP, 13026-241",https://maps.google.com/?cid=3132789537355140464&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1463,Seripierri Engenharia,Eng,Campinas,(19) 3209-0980,seripierri.com,4.4,14,"Cond. Praça Capital, Bloco Madri - R. Adelaide Daniel de Almeida, 170 - Salas 213 a 215 - Jardim Santa Genebra, Campinas - SP, 13080-661",https://maps.google.com/?cid=14881340797518102774&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1464,Silveira Engenharia e Pinturas,Eng,Campinas,(19) 99409-4243,silveirapinturas.com.br,4.4,10,"Conceicao, Campinas - SP, 13035-680",https://maps.google.com/?cid=11375206086456882696&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1465,Solve Engenharia - Sua Casa Regularizada,Eng,Campinas,(19) 98367-7979,,,,"R. Jean Paul Sartre, 97 - Jardim Novo Campos Eliseos, Campinas - SP, 13060-413",https://maps.google.com/?cid=4592827213121630875&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1466,Struktal Engenharia e Empreendimentos,Eng,Campinas,(19) 97408-4258,,,,"Av: Antônio Artioli, 570 - Ed. Flims Bloco B1 - Conj: 119 - Swiss Park, Campinas - SP, 13049-900",https://maps.google.com/?cid=1902852336285681947&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1467,Sícaro Engenharia,Eng,Campinas,(19) 4112-0666,sicaroengenharia.com.br,5,2,"R. Dr. Rocha Novais, 892 - Jardim Eulina, Campinas - SP, 13063-010",https://maps.google.com/?cid=715740963285046988&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1468,TB ENGENHARIA,Eng,Campinas,(11) 99677-9870,tbeng.com.br,,,"R. Avelino Silveira Franco, 149-251 - SL 447 - Souzas, Campinas - SP, 13105-822",https://maps.google.com/?cid=8304569707622960116&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1469,THM Engenharia,Eng,Campinas,(19) 3381-0400,thmeng.com.br,5,1,"R. Rev Prof. Herculano Gouvêia Júnior, 88 - Jardim do Lago, Campinas - SP, 13050-020",https://maps.google.com/?cid=12388205457255983793&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1470,THP Engenharia,Eng,Campinas,(19) 99168-1353,thpengenharia.com.br,5,29,"R. José Lins do Rego, 129 - Parque Alto Taquaral, Campinas - SP, 13087-789",https://maps.google.com/?cid=958831057954819395&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1471,TS Engenharia,Eng,Campinas,(19) 3203-1777,tsengenharia.com.br,5,6,"R. Dr. Quirino, 1884 - Centro, Campinas - SP, 13015-082",https://maps.google.com/?cid=7078285356144929584&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1472,TTM Engenharia,Eng,Campinas,(19) 97153-0079,ttmengenharia.com.br,,,"Av. Nossa Sra. de Fátima, 878 - Taquaral, Campinas - SP, 13076-000",https://maps.google.com/?cid=12130394904671322827&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1473,Tecnoprime Engenharia,Eng,Campinas,,,5,2,"R. Conceição, 233 - Sl 916 - Centro, Campinas - SP, 13010-050",https://maps.google.com/?cid=2413645953480166840&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1474,Tognoli Engenharia,Eng,Campinas,(19) 99188-2939,tognoliengenharia.com,5,4,"Av. Dr. Jesuíno Marcondes Machado, 1377 - Chácara da Barra, Campinas - SP, 13092-001",https://maps.google.com/?cid=15214117349902707718&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1475,Transversal Engenharia,Eng,Campinas,(19) 99173-1207,transversalengenharia.com.br,5,16,"R. Joaquim Gonçalves Cunha, 22 - Parque Montreal, Campinas - SP, 13052-342",https://maps.google.com/?cid=6406599013164849773&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1476,Trapisa Engenharia,Eng,Campinas,(19) 3242-6976,trapisa.com.br,1.6,39,"TPS - Trapisa Engenharia - R. Dr. Albano de Almeida Lima, 1147 - Jardim Chapadão, Campinas - SP, 13070-183",https://maps.google.com/?cid=16444003431024299571&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1477,Trima Engenharia e Consultoria Ltda,Eng,Campinas,(19) 3212-2799,trima.com.br,4.5,11,"R. Jacob Bereck Steinberg, 446 - Jardim Chapadão, Campinas - SP, 13070-013",https://maps.google.com/?cid=11469165923007372501&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1478,Trindade Engenharia,Eng,Campinas,(19) 3252-0929,trindade.eng.br,5,2,"R. Avelino Silveira Franco, 149 - Souzas, Campinas - SP, 13105-082",https://maps.google.com/?cid=11799013352588349951&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1479,UTBR Engenharia,Eng,Campinas,(19) 3515-2999,utbr.com.br,3.9,35,"R. Alfredo da Costa Figo, 805 - Fazenda Santa Cândida, Campinas - SP, 13087-534",https://maps.google.com/?cid=17028988192557866173&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1480,Unicom Engenharia,Eng,Campinas,(19) 3271-4401,unicomengenharia.com.br,4.5,79,"Av. Eng. Antônio Francisco de Paula Souza, 4353 - Vila Formosa, Campinas - SP, 13045-137",https://maps.google.com/?cid=7127727129146030840&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1481,VECTEC Engenharia,Eng,Campinas,(11) 96853-1025,vectec.com.br,5,9,"Rua Dr. Ruy Vicente de Mello, 1184 - Cidade Universitária, Campinas - SP, 13083-745",https://maps.google.com/?cid=554569323805875257&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1482,VERTAZ Engenharia,Eng,Campinas,(19) 3211-0172,vertaz.com.br,5,17,"Av. José Rocha Bonfim, 214 - Jardim Santa Genebra, Campinas - SP, 13080-650",https://maps.google.com/?cid=5762627670297210850&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1483,VHR Engenharia e Projetos Ltda,Eng,Campinas,(19) 98460-1207,vhrprojetos.com.br,5,17,"Rua Prof. Jorge Nogueira Ferraz, 52 - Sl 35 - Jardim Chapadão, Campinas - SP, 13070-120",https://maps.google.com/?cid=11421197764818585020&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1484,VIC ENGENHARIA,Eng,Campinas,,,2.4,9,"Av. José de Sousa Campos, 1073 - Sl 610 - Cambuí, Campinas - SP, 13025-320",https://maps.google.com/?cid=14003066277500921120&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1485,Vascos Engenharia,Eng,Campinas,(19) 99507-3955,,,,"R. Mario Babini - Jardim Santa Terezinha, Campinas - SP, 13052-162",https://maps.google.com/?cid=17864136827952810956&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1486,Vértice Engenharia,Eng,Campinas,(19) 3325-0071,verticeengenharia.com,5,1,"R. Avelino Silveira Franco, 149 - 330 - Vila Sônia (Sousas), Campinas - SP, 13105-822",https://maps.google.com/?cid=16200898222849674697&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1487,W A Engenharia Projetos,Eng,Campinas,(19) 99107-1207,,5,2,"R. Dona Luísa de Gusmão, 555 - Vila Nogueira, Campinas - SP, 13088-028",https://maps.google.com/?cid=8699650509222646891&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1488,W.K FERRAGENS E ENGENHARIA,Eng,Campinas,(19) 98904-6193,,5,5,"Nadir Dias de Oliveira nº 191 Satelite Iris I - Cidade Satélite Íris, Campinas - SP, 13034-685",https://maps.google.com/?cid=14195985733198724240&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1489,WTN Engenharia,Eng,Campinas,(19) 97154-5845,,5,2,"R. José Ferreira da Silva, 256 - Parque da Figueira, Campinas - SP, 13040-220",https://maps.google.com/?cid=11109420514715677167&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1490,WViana Engenharia,Eng,Campinas,(19) 99158-4512,wvianaengenharia.com.br,,,"Av. Dr. Antônio Carlos Couto de Barros, 1355 - 1º Andar - Souzas, Campinas - SP, 13105-500",https://maps.google.com/?cid=4644850956935889091&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1491,Wendler Projetos e Engenharia Estrutural,Eng,Campinas,(19) 3241-7807,wendlerprojetos.com.br,4.2,5,"R. Oriente, 55 - Sl 1107 - Chácara da Barra, Campinas - SP, 13090-740",https://maps.google.com/?cid=9837793477535579730&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1492,Wga Engenharia de Projetos,Eng,Campinas,(19) 99110-3581,wgaengenharia.com.br,5,3,"R. Dr. Emílio Ribas, 1000 - Sl 20 - Cambuí, Campinas - SP, 13025-142",https://maps.google.com/?cid=1930416913516289686&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1493,XAVIER ENGENHARIA,Eng,Campinas,(19) 3368-7200,xavierprojetos.com.br,,,"Av. Júlio Diniz, 257 - Jardim Nossa Sra. Auxiliadora, Campinas - SP, 13075-420",https://maps.google.com/?cid=2946422372851960543&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1494,Zero Dezenove Engenharia,Eng,Campinas,(19) 99281-7114,,,,"R. Cmte. Ataliba Euclides Vieira, 670 - Sl 14 - Jardim Santana, Campinas - SP, 13088-648",https://maps.google.com/?cid=6549376491828034270&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1495,Zuma Engenharia,Eng,Campinas,(19) 3397-8750,zuma.eng.br,3.5,60,"Av. José de Sousa Campos, 243 - 9º ANDAR - SALA 92 - Nova Campinas, Campinas - SP, 13025-320",https://maps.google.com/?cid=10817699352030809560&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1496,engenharia civil campinas-Ambimax,Eng,Campinas,(19) 3266-1997,,5,8,"Rua Joaquim Roberto de Azevedo Marques - R. Proença, 50 - Jardim Primavera, Campinas - SP, 13100-470",https://maps.google.com/?cid=5308246875138996061&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1497,infraENGE Engenharia Ltda.,Eng,Campinas,(19) 3342-8888,infraenge.com,3.7,3,"R. Orlando Fagnani, 46 - Jardim Planalto, Campinas - SP, 13092-054",https://maps.google.com/?cid=3626378204295028159&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1498,Árbore Engenharia,Eng,Campinas,(11) 3742-6888,arboreengenharia.com.br,3.6,69,"Av. Bailarina Selma Parada, 201 - Torre 2, 4º andar, Sala 242 - Jardim Madalena, Campinas - SP, 13092-599",https://maps.google.com/?cid=1430971248687800822&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1499,3Z Realty Incorporadora,Incorp,Campinas,0800 770 2420,3zrealty.com.br,3,105,"Av. José de Sousa Campos, 753 - Cambuí, Campinas - SP, 13025-320",https://maps.google.com/?cid=17906329985452087790&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1500,ACS Barão Geraldo Empreendimentos Imobiliários,Incorp,Campinas,(19) 3288-0435,,1,1,"R. Cecília Féres Zogbi, 484 - Barão Geraldo, Campinas - SP, 13084-140",https://maps.google.com/?cid=10183475149851743509&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1501,ADICIONAL CONSTRUTORA E INCORPORADORA,Incorp,Campinas,,,5,1,"R. Riachuelo, 474 - Centro, Campinas - SP, 13015-320",https://maps.google.com/?cid=6381397810774439882&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1502,AMJ CONSTRUTORA E INCORPORADORA LTDA.,Incorp,Campinas,(19) 97410-0752,,,,"Av. Monte Castelo, 4 - Jardim Proença, Campinas - SP, 13026-240",https://maps.google.com/?cid=10884971481087378679&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1503,"ARCOL - PROJETOS, CONSULTORIA EM NEGOCIOS E EMPREENDIMENTOS IMOBILIARIOS LTDA",Incorp,Campinas,(19) 99431-6556,arcolconsultoria.com.br,,,"Rua Catharina Signori Vicentin, 88 - Cidade Universitária, Campinas - SP, 13083-790",https://maps.google.com/?cid=8979798186275711636&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1504,Alto Elíseos 74 - Quartzo + Pazza Incorporadora,Incorp,Campinas,(19) 95324-6777,altoeliseos.com.br,,,"R. Francisco Antônio Pinto, 825 - Parque Industrial, Campinas - SP, 13031-420",https://maps.google.com/?cid=11126725445364006879&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1505,Ascensa Incorporadora,Incorp,Campinas,(19) 3291-8859,ascensaincorporadora.com.br,,,"R. Dona Carolina Prado Penteado, 45 - Nova Campinas, Campinas - SP, 13092-470",https://maps.google.com/?cid=17928795677596566249&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
